	Rattan_C
Calamus_seropakensis_Banyeng_43662_JSL596	0.0902010054952912
Calamus_pandanosmus_Dransfield_5993_JSL341	0.09023386367528807
Calamus_polycladus_Woods_Lelean_2015_JSL584	0.09024473828639923
Calamus_filipendulus_Dransfield_4520_BKL120	0.09028258934112932
Calamus_kandariensis_Henderson_4230_RBL339	0.09033370943986918
Calamus_micranthus_Sutisna_87_BKL149	0.09036530609364857
Calamus_conspectus_Dransfield_5328_RBL419	0.09041788378713944
Calamus_capillosus_Avé_4048_RBL326	0.0904397716454789
Calamus_manillensis_Elmer_16811_JSL570	0.09045448113266097
Calamus_malawaliensis_John_SAN_145727_JSL526	0.09048972187375104
Calamus_ovoideus_Thwaites_sn_RBL432	0.09059205285340122
Calamus_acanthochlamys_Dransfield_6669_JSL281	0.09064345032434351
Calamus_cockburnii_Cockburn_FRI_10949_RBL444	0.09075971782238312
Calamus_robinsonianus_Robinson_1613_BKL177	0.09087980442969157
Calamus_leptostachys_Henderson_4312_RBL142	0.09113052228902996
Calamus_ruvidus_Kuhnhäuser_57_RBL187	0.09114323649950706
Calamus_bousigonii_Henderson_3628_RBL086	0.09116587132936405
Calamus_minahassae_Musser_M11_RBL260	0.09129535948498513
Calamus_kubahensis_Kuhnhäuser_11_RBL168	0.09130723247177441
Calamus_sabalensis_Dransfield_6133_JSL268	0.09134897099230943
Calamus_centralis_Nguyen_2027_RBL155	0.09136202866984122
Calamus_floribundus_Hooker_Thompson_sn_BKL121	0.09138927840894284
Plectocomiopsis_songthanhensis_Henderson_3594_RBL353	0.0914240758084014
Calamus_maturbongsii_Maturbongs_32_BKL180	0.09145820078225964
Calamus_melanacanthus_Hodel_1957_BKL155	0.09149284579785288
Plectocomiopsis_wrayi_Dransfield_4940_BKL073	0.0915103066483186
Calamus_samian_Elmer_17255_JSL569	0.09152469169435329
Calamus_longiusculus_Hodel_1615_BKL197	0.09155721628815239
Calamus_smitinandii_Henderson_4003_RBL125	0.09158591520258663
Calamus_calciphilus_de_Vogel_1628_JSL553	0.0917765593778328
Calamus_wanggaii_Barrow_129_RBL322	0.0919451436832569
Calamus_horrens_Henderson_3966_RBL120	0.09197189700495678
Calamus_trigynus_Henderson_4364_RBL150	0.09197761442973651
Calamus_zonatus_subsp_corneri_Dransfield_5228_JSL505	0.09202967950316443
Calamus_minutus_Dransfield_5151_RBL429	0.09206311708789561
Calamus_zollingeri_subsp_zollingeri_Henderson_4318_RBL145	0.0923084433383683
Calamus_barisanensis_Dransfield_4063_RBL424	0.09232228810160692
Plectocomiopsis_mira_Kuhnhäuser_44_RBL352	0.09247491149703235
Calamus_barbatus_Gardiner_436_RBL026	0.09253816110459667
Calamus_oxycarpus_Henry_10475_JSL539	0.09255233544640484
Calamus_burkillianus_Dransfield_5066_JSL560	0.09274201304781671
Calamus_exilis_Henderson_3998_RBL123	0.0927625783467313
Calamus_paulii_Chai_S_36834_BKL226	0.09287887587719779
Calamus_simplex_Dransfield_5238_BKL146	0.09300033360121218
Calamus_badius_Dransfield_7661_RBL054	0.09307456189833319
Calamus_hirsutus_subsp_hirsutus_Dransfield_4936_JSL136	0.09317003278769953
Calamus_schlechterianus_Baker_1119_RBL046	0.09319794248861435
Salacca_sarawakensis_Kuhnhäuser_7_RBL241	0.09320419857185769
Calamus_divaricatus_Hewitt_sn_JSL395	0.09321209240993478
Calamus_oresbius_Baker_1131_RBL048	0.09338780619787401
Calamus_sashae_Barrow_127_JSL578	0.0934378549257201
Calamus_bicolor_Elmer_10618_JSL479	0.09350861140430788
Calamus_croftii_Croft_LAE_68504_JSL580	0.09354504978547062
Calamus_balingensis_Henderson_4005_RBL126	0.09364198167125637
Calamus_zollingeri_subsp_zollingeri_Powling_25_JSL234	0.09364611230190878
Calamus_bacularis_Dransfield_5994_JSL302	0.09388450359858191
Calamus_marginatus_Mogea_7438_JSL245	0.09400301818677403
Calamus_trachycoleus_Dransfield_3914_JSL328	0.09439813481935233
Calamus_batanensis_Jeanson_93_BKL054	0.09441576365024207
Calamus_superciliatus_Baker_1385_RBL090	0.09442415965724082
Calamus_moseleyanus_Coode_5758_JSL605	0.0945416056774252
Calamus_kostermansii_Baker_848_RBL045	0.09457241992228582
Calamus_bankae_Baker_1097_RBL271	0.09479035873109476
Calamus_spiralis_Henderson_4044_JSL053	0.09499425735778577
Calamus_kebariensis_Maturbongs_75_RBL403	0.09501940920779162
Calamus_malawaliensis_Madulid_1003_JSL603	0.0950315956846357
Calamus_obiensis_de_Vogel_4106_JSL600	0.09513584468200542
Calamus_usitatus_Dransfield_5499_JSL107	0.09517220803337545
Calamus_erectus_Baker_814_BKL037	0.0952539146422523
Calamus_goramensis_Chai_36136_RBL445	0.09526877723888416
Calamus_pilosellus_Kuhnhäuser_52_RBL184	0.09531867608064637
Calamus_macrochlamys_Baker_1124_RBL047	0.09536191225118429
Plectocomia_pierreana_Henderson_3413_JSL051	0.09538987394487919
Calamus_gaharuensis_Dransfield_6100_JSL256	0.09547048456936169
Calamus_anomalus_Carr_13123_BKL068	0.09567916954792266
Plectocomiopsis_geminiflora_Khamphone_393_JSL056	0.09569740116602765
Calamus_gaharuensis_Dransfield_6101_JSL274	0.09571713571543794
Calamus_oblatus_Bidin_SAN_84714_JSL184	0.0958436796911949
Calamus_ruber_Noblick_5178_BKL142	0.09593255968335535
Calamus_nuralievii_Nuraliev_1658_BKL194	0.09595516709275642
Calamus_pseudozebrinus_Brass_3923_JSL589	0.09595802939644427
Calamus_bulubabi_Dransfield_7688_RBL055	0.09597443634840608
Calamus_melanochaetes_Kings_collector_sn_BKL213	0.09603447381951635
Calamus_mirabilis_Dransfield_4586_JSL208	0.09603597032653655
Calamus_kjellbergii_Kjellberg_2367_RBL474	0.09619038919572243
Calamus_rumphii_Robinson_24_RBL452	0.0965227364476775
Plectocomia_himalayana_Baker_815_BKL078	0.09654443317112404
Calamus_retroflexus_Baker_1396_RBL053	0.0965839441372176
Calamus_johnsii_Johns_11279_RBL402	0.0966470526665345
Calamus_moorei_Dransfield_6102_RBL263	0.09665364921280073
Calamus_tenuis_Strachey_Winterbottom_sn_E97_JSL306	0.09671674434538946
Calamus_digitatus_de_Zoysa_30_BKL063	0.09675554541144304
Plectocomia_elongata_Henderson_3275_JSL042	0.09712758855713954
Calamus_acaulis_Henderson_3452_JSL019	0.09721985856884952
Calamus_erinaceus_subsp_erinaceus_Chai_S_30636_JSL278	0.09723787130842643
Myrialepis_paradoxa_Baker_491_BKL015	0.09737920049306603
Calamus_lateralis_Henderson_3400_JSL198	0.09742380145595209
Calamus_zebrinus_Baker_1375_RBL049	0.09755957027771045
Calamus_dumetosus_Baker_530_RBL215	0.09758115701118864
Calamus_moseleyanus_Elmer_11938_JSL594	0.09807720266066267
Salacca_ramosiana_Cultivated_1979-4409_BKL056	0.0983464439208176
Plectocomia_khasyana_Hooker_Thompson_JKA_sn_JSL512	0.09834749358528494
Calamus_paulii_Dransfield_6121_JSL238	0.09845215971618704
Calamus_erinaceus_subsp_daemonoropoides_Fernando_386_RBL283	0.09860613595151047
Salacca_affinis_Baker_708_BKL055	0.09867680471971108
Calamus_muricatus_Kuhnhäuser_70_JSL007	0.0987210522868247
Plectocomia_microstachys_Guo_Lixiu_144_RBL377	0.09874099856938645
Calamus_moseleyanus_Dransfield_3720_JSL330	0.09874353789028678
Calamus_henryanus_Nguyen_HNK_1736_JSL035	0.09879118162913048
Salacca_vermicularis_Kuhnhäuser_56_RBL186	0.09891871902249061
Calamus_conirostris_Baker_532_RBL214	0.09910179345586123
Calamus_zieckii_Baker_1393_RBL052	0.09929232045084968
Calamus_depauperatus_Baker_1058_JSL582	0.0993189692566947
Salacca_glabrescens_Cultivated_1984-3791_BKL091	0.09944968473544502
Calamus_quangngaiensis_Henderson_3811_RBL234	0.09966078339881312
Salacca_graciliflora_Dransfield_5086_RBL441	0.09968424545853805
Calamus_rhomboideus_Kuhnhäuser_SFC_08168_JSL005	0.09983498323157924
Salacca_rupicola_Kuhnhäuser_64_RBL191	0.09988337364304367
Calamus_optimus_Kuhnhäuser_59_RBL223	0.09995170378084561
Calamus_tumidus_Baker_1006_BKL173	0.09996632712009246
Calamus_oxleyoides_Kuhnhäuser_24_RBL222	0.10001024167808925
Calamus_nanodendron_Baker_720_RBL217	0.10001024167808925
Salacca_griffithii_Smith_20_BKL074	0.10024259695813686
Calamus_deerratus_Tsiforkor_sn_RBL213	0.10027514252810166
Calamus_calapparius_de_Vogel_3817_RBL395	0.10045310446106515
Calamus_scipionum_Baker_549_RBL083	0.10073714247853238
Calamus_spiculifer_Zieck_NGF_36558_JSL546	0.10074218373283494
Calamus_papuanus_Baker_1382_RBL050	0.10089544823643037
Calamus_zonatus_subsp_zonatus_Kuhnhäuser_43_JSL012	0.10106956122160726
Salacca_dransfieldiana_Kuhnhäuser_6_RBL166	0.10112680690760822
Calamus_penicillatus_Saw_FRI_37334_JSL521	0.10114564816358618
Calamus_wedaensis_Bangun_889_RBL471	0.10122214703601695
Calamus_nanodendron_Wong_324_JSL185	0.10176167772977684
Calamus_balingensis_Dransfield_7339_BKL145	0.10184214300585537
Calamus_kontumensis_Nuraliev_1544_BKL153	0.10195679629646348
Calamus_dioicus_Henderson_3402_JSL002	0.10204324125676278
Calamus_psilocladus_Dransfield_6135_JSL236	0.10204737084933124
Calamus_exiguus_Dransfield_5153_BKL148	0.10205896453308283
Calamus_banggiensis_Diwol_Sugau_SAN_135133_BKL208	0.10212194346253034
Calamus_glaucescens_Dransfield_1104_BKL187	0.10234345860663507
Calamus_obiensis_de_Vogel_4118_RBL470	0.10235545795750867
Calamus_pseudotenuis_subsp_pseudotenuis_Read_2338_JSL417	0.10235934638238642
Salacca_minuta_Dransfield_5079_BKL251	0.10242714438071032
Metroxylon_paulcoxii_McClatchy_1882_BKL221	0.10267196864139327
Salacca_secunda_Henderson_3176_BKL077	0.10273859789969142
Calamus_viminalis_Henderson_3624_JSL082	0.1028239390053084
Calamus_nanduensis_Banka_2010_JSL425	0.10300213923260326
Calamus_dasyacanthus_Baker_827_RBL218	0.10319780283432356
Calamus_baratangensis_Rogers_sn_JSL383	0.10325805159153845
Korthalsia_debilis_Baker_537_JSL178	0.10345362814850456
Salacca_dolicholepis_Duaneh_124_BKL249	0.10352076947298905
Calamus_aruensis_Baker_568_RBL211	0.10370949457189849
Eugeissona_utilis_Baker_712_BKL081	0.10398053128562679
Plectocomia_mulleri_Kuhnhäuser_9_RBL167	0.10402638753563775
Plectocomia_dransfieldiana_Dransfield_4518_RBL372	0.10406003861449498
Calamus_viminalis_Henderson_3853_RBL235	0.10419652969454107
Calamus_rotang_SMK_TBGJ_51_JSL572	0.10433955069247658
Plectocomiopsis_wrayi_Ridley_12119_JSL625	0.10437725306739565
Calamus_centralis_Henderson_3368_JSL016	0.10445170695444417
Calamus_densiflorus_Dransfield_4951_RBL285	0.10472640614460482
Salacca_clemensiana_Soibeh_613_RBL359	0.10480703912713896
Calamus_scabridulus_Dransfield_4942_JSL133	0.10483009620080663
Calamus_heteracanthus_Baker_1113_JSL424	0.10484741415409304
Calamus_powlingii_Powling_30+31_JSL435	0.10486474250547362
Korthalsia_jala_Kuhnhäuser_68_JSL010	0.10495195053000117
Calamus_nicobaricus_Renuka_4066_JSL446	0.10537184471892203
Calamus_inermis_Evans_43_JSL108	0.1054601838326541
Calamus_longisetus_Henderson_3963_RBL119	0.10565548695096838
Calamus_leptospadix_Hooker_Thompson_snE56_JSL447	0.10605010337321841
Plectocomia_assamica_Henderson_3133_RBL376	0.10609866229129572
Korthalsia_flagellaris_Shahimi_20_JSL052	0.10610935594376258
Calamus_sarawakensis_Dransfield_4734_JSL115	0.10628584746570391
Korthalsia_robusta_Eiserhardt_160_JSL013	0.10661398285731283
Pigafetta_elata_Baker_508_BKL084	0.10666729821016196
Calamus_micranthus_Dransfield_4155_JSL397	0.10688264794406321
Plectocomiopsis_mira_Dransfield_5583_JSL312	0.10724873491282194
Plectocomiinae_sp_nov_1_Kuhnhäuser_35_RBL178	0.10728111302913201
Korthalsia_jala_Baker_558_BKL014	0.10747627721644715
Calamus_crassifolius_Dransfield_6032_JSL191	0.10764664602411411
Calamus_digitatus_Ridley_2334_JSL448	0.10772309740647612
Metroxylon_salomonense_Zona_651_BKL060	0.10772765457443112
Calamus_suaveolens_Dransfield_3855_JSL331	0.10814094779365091
Korthalsia_debilis_Kuhnhäuser_55_RBL225	0.10814474615302883
Calamus_erioacanthus_Chew_Corner_RSNB7069_JSL400	0.10830303126224816
Calamus_spinulinervis_Ambri_Arifin_475_BKL113	0.10875567643807138
Calamus_kingianus_Khamphone_367_BKL133	0.10881524404431231
Korthalsia_lanceolata_Baker_504_RBL160	0.1088347754479918
Salacca_lophospatha_Clemens_26380_BKL250	0.10891568827446152
Plectocomiinae_sp_nov_1_Watanabe_7_JSL623	0.10906168235895886
Korthalsia_cheb_Baker_513_JSL088	0.1091236841399219
Calamus_gracilis_subsp_vietnamensis_Henderson_3546_RBL092	0.10923569636183572
Korthalsia_robusta_Baker_552_BKL083	0.10925369903233761
Korthalsia_laciniosa_Henderson_3610_JSL065	0.10926978227751771
Calamus_ruvidus_Dransfield_5032_BKL216	0.10962145791013622
Korthalsia_hispida_Kuhnhäuser_40_JSL420	0.10974115549459329
Korthalsia_ferox_Andersen_234_JSL123	0.1100967012467251
Calamus_caesius_Giesen_sn_RBL397	0.11070438750097944
Calamus_siphonospathus_Acedillo_24321_JSL476	0.11123986105435735
Calamus_godefroyi_Evans_153_BKL128	0.11132646685995107
Korthalsia_junghuhnii_Watanabe_48_BKL162	0.11143933062207956
Calamus_rhytidomus_van_Valkenburg_1186_RBL392	0.11185163468345838
Korthalsia_minor_Henderson_3265_JSL296	0.11189317870439508
Calamus_gracilis_subsp_vietnamensis_Henderson_3584_JSL181	0.11207330863344178
Korthalsia_celebica_Henderson_4243_JSL298	0.11210820780587338
Plectocomia_pierreana_Khamphone_377_RBL037	0.11236925748629578
Korthalsia_merrillii_Fernando_638_BKL163	0.11251051019193459
Calamus_occidentalis_Dransfield_1437_JSL445	0.11256707331483762
Korthalsia_paucijuga_Dransfield_4641_RBL398	0.11263710455357778
Calamus_croftii_Zieck_NGF_36542_RBL279	0.11272596994874085
Calamus_zollingeri_subsp_foxworthyi_Dransfield_6190_BKL186	0.112794337458754
Calamus_rheedei_Unknown_291_BKL065	0.11318484545352858
Calamus_nitidus_Hodel_1948_BKL157	0.11341705120994305
Calamus_pertenuis_de_Vogel_7595_RBL405	0.11374531367912621
Calamus_lengguanii_Saw_FRI_48330_RBL414	0.1138871499517955
Calamus_radiatus_de_Zoysa_3_BKL176	0.11398209666171877
Salacca_wallichiana_Henderson_3951A_RBL117	0.1140690616154586
Korthalsia_merrillii_Fernando_338_JSL621	0.11421344896839469
Korthalsia_lanceolata_Dewol_SAN_129693_JSL620	0.11469479093037693
Korthalsia_echinometra_Shahimi_13_JSL297	0.11498325219867489
Korthalsia_scortechinii_Henderson_4014_RBL227	0.11520055335254964
Korthalsia_zippelii_Baker_597_BKL023	0.11555423066273862
Korthalsia_bejaudii_Bejaud_sn_RBL449	0.11569137041323918
Calamus_hookerianus_Menon_2503_RBL400	0.11579749987362453
Calamus_samian_Elmer_11336_RBL408	0.11579749987362453
Korthalsia_laciniosa_Henderson_3741_RBL104	0.1166323862314862
Korthalsia_minor_Henderson_3632_RBL099	0.11669763365994323
Korthalsia_hispida_Kuhnhäuser_67_RBL192	0.11674725843979805
Calamus_interruptus_Maturbongs_281_RBL401	0.11706578004576174
Korthalsia_cheb_Petoe_40_RBL199	0.11720022050381873
Korthalsia_rigida_Mogea_7404_JSL308	0.11721069201337575
Calamus_microsphaerion_Stone_302_RBL259	0.11738508312032792
Korthalsia_celebica_Henderson_4270_RBL138	0.11739058362408816
Calamus_novae-georgii_Waterhouse_22_BKL066	0.11808929894949804
Metroxylon_upoluense_Moore_9985_BKL195	0.11909918076921533
Plectocomia_elongata_var_philippinensis_Dransfield_6200_RBL210	0.11915055635433969
Myrialepis_paradoxa_Henderson_3380_JSL060	0.11932175972090464
Korthalsia_furtadoana_Mogea_7408_JSL317	0.1195759160061114
Oncocalamus_tuleyi_Dransfield_7007_BKL016	0.1206942664728835
Korthalsia_angustifolia_Giesen_89_BKL246	0.12076961446780254
Korthalsia_tenuissima_Dransfield_5380_JSL622	0.12113964838113167
Calamus_laxissimus_Dransfield_5072_RBL404	0.12142904965260182
Korthalsia_paucijuga_Dransfield_3913_JSL316	0.12166316675332012
Korthalsia_rostrata_Kuhnhäuser_34_RBL177	0.12172657814455812
Korthalsia_flagellaris_Dransfield_6727_JSL255	0.12184181971811281
Korthalsia_furcata_Dransfield_6074_JSL619	0.1218834456974246
Eugeissona_insignis_Kuhnhäuser_22_RBL174	0.12367107707495417
Raphia_sudanica_Michon_56_BKL044	0.1244379468265997
Laccosperma_robustum_Dransfield_7006_BKL013	0.12494202304171542
Calamus_moseleyanus_Baja-Lapis_156_JSL104	0.1249985415774163
Korthalsia_tenuissima_Baker_505_RBL039	0.1255782517616335
Metroxylon_vitiense_Seemann_658_BKL223	0.12619225100969866
Plectocomiopsis_triquetra_Dransfield_5343_JSL403	0.12653858770015958
Eremospatha_laurentii_Cultivated_1984-1058_BKL002	0.12713303758537797
Eugeissona_minor_Petoe_59_RBL341	0.12714992336704634
Raphia_regalis_Couvreur_753_BKL061	0.12753819732088234
Korthalsia_furtadoana_Baker_553_RBL041	0.12787002772494138
Plectocomiopsis_corneri_Dransfield_5075_BKL205	0.12855821730725514
Eremospatha_macrocarpa_Sunderland_1800_BKL059	0.12906670817542
Laccosperma_secundiflorum_Sunderland_1763_RBL066	0.129383911561459
Eremospatha_wendlandiana_Dransfield_7004_BKL087	0.1301746197562077
Eugeissona_brachystachys_Gianno_328_BKL178	0.13055692353852755
Korthalsia_concolor_Baker_562_RBL042	0.13121117154387174
Raphia_textilis_Couvreur_1075_BKL085	0.13145237400110088
Korthalsia_rostrata_Baker_514_JSL177	0.1321726729880851
Oncocalamus_wrightianus_Aufsess_430_JSL369	0.13329929104602645
Metroxylon_amicarum_Henderson_4000_RBL209	0.13374138399966395
Eremospatha_hookeri_Sunderland_1801_RBL035	0.13593612219858509
Eremospatha_tessmanniana_Sunderland_2021_JSL362	0.13634085761064252
Raphia_gentiliana_Fay_4272_JSL370	0.1380715275858314
Korthalsia_brassii_Brass_6864_BKL252	0.15290594353833797
