	Rattan_B
Calamus_flabellatus_Baker_518_BKL038	0.14460858655558584
Calamus_muricatus_Kuhnhäuser_14_RBL170	0.14461168975477368
Calamus_erioacanthus_Baker_520_JSL112	0.1446263600640657
Calamus_psilocladus_Dransfield_6137_RBL438	0.14468743324460176
Calamus_parvulus_Henderson_3860_RBL112	0.14470572991884034
Calamus_velutinus_Henderson_3627_RBL098	0.14476818058502305
Calamus_divaricatus_Baker_556_BKL027	0.14480664110702446
Salacca_griffithii_Smith_20_BKL074	0.14481915267590362
Calamus_helferianus_Henderson_3974_RBL087	0.14495292168206908
Calamus_kubahensis_Kuhnhäuser_11_RBL168	0.14499061386832157
Calamus_didymocarpus_Henderson_4308_BKL045	0.14507268086870018
Calamus_jacobsii_Jacobs_9561_BKL219	0.14511498846900273
Calamus_trigynus_Henderson_4364_RBL150	0.14516907796005096
Calamus_siphonospathus_Fernando_684_JSL309	0.14519570289895856
Calamus_longiusculus_Hodel_1615_BKL197	0.1452306926321526
Calamus_hirsutus_subsp_hirsutus_Dransfield_4936_JSL136	0.14537800364920273
Calamus_gajoensis_Sangaji_Barrow_19_JSL361	0.14542353202373925
Calamus_praetermissus_Baker_557_RBL014	0.14547735329947364
Calamus_lauterbachii_Baker_645_BKL008	0.1455051819146045
Salacca_lophospatha_Clemens_26380_BKL250	0.1455261830682908
Plectocomia_elongata_Henderson_3275_JSL042	0.14553179151450168
Calamus_sulawesiensis_Henderson_4402_RBL152	0.14556414525552852
Calamus_symphysipus_Henderson_4234_RBL089	0.14598562908328616
Calamus_heteracanthus_Dransfield_7575_BKL039	0.14598739922745219
Calamus_bimanifer_Henderson_3833_RBL107	0.14605463478796676
Calamus_walkeri_Baker_Utteridge_2_RBL007	0.14605799045396373
Calamus_vitiensis_Dransfield_7600_RBL308	0.1461280184439261
Calamus_centralis_Nguyen_2027_RBL155	0.14620334175622507
Calamus_modestus_Henderson_3589_RBL072	0.14623031725860236
Calamus_koordersianus_Kramadibrata_sn_BKL031	0.14626947673656954
Calamus_klossii_Baker_840_BKL036	0.1462849461527499
Calamus_pedicellaris_Siebert_S8_BKL135	0.1463342671918857
Calamus_divergens_Henderson_4315_RBL143	0.14636758768204716
Calamus_trachycoleus_Baker_560_BKL020	0.1464691072616866
Calamus_deerratus_Sunderland_1754_RBL242	0.14647237976071237
Calamus_exilis_Henderson_3998_RBL123	0.14647992905857976
Calamus_pandanosmus_Ambriansyah_Arifin_882_BKL115	0.1465423817983138
Plectocomia_dransfieldiana_Dransfield_4518_RBL372	0.14655309090060464
Calamus_sabalensis_Kuhnhäuser_31_RBL176	0.14670674550528884
Calamus_fertilis_Baker_648_BKL046	0.1467814912945714
Calamus_formosanus_Jeanson_87b_BKL052	0.1468748365021284
Calamus_macrosphaerion_Henderson_4271_BKL053	0.14703250418477432
Calamus_polycladus_Baker_680_RBL163	0.147063731311051
Calamus_zeylanicus_Henderson_4002_RBL124	0.14725543546849695
Calamus_bousigonii_Henderson_3628_RBL086	0.14727228740240328
Calamus_australis_Cultivated_1988-186_BKL026	0.14729907926213315
Calamus_sordidus_Baker_541_BKL030	0.14731182697043088
Calamus_dioicus_Henderson_3891_RBL115	0.14735360660817276
Calamus_melanacanthus_Hodel_1957_BKL155	0.14735490328219947
Calamus_acanthochlamys_Cultivated_1989-2701_RBL017	0.14754729422555402
Calamus_henryanus_Henderson_3599_RBL073	0.14759250142044888
Calamus_usitatus_Dransfield_5499_JSL107	0.14769750888437183
Calamus_glaucescens_Dransfield_1104_BKL187	0.14770418739912772
Calamus_johnsii_Johns_11279_RBL402	0.1479451410999213
Calamus_baiyerensis_Zieck_NGF_36252_BKL172	0.14794610080816983
Plectocomiopsis_aff_mira_Kuhnhäuser_16_BKL204	0.14811433961866816
Calamus_multispicatus_Guo_Lixiu_165_BKL156	0.14815299240287072
Calamus_erinaceus_subsp_erinaceus_Baker_554_BKL005	0.14836689124388247
Calamus_smitinandii_Henderson_4003_RBL125	0.14843879147528583
Calamus_caryotoides_Cultivated_1988-196_BKL022	0.14847098045967855
Calamus_anomalus_Brass_5298_RBL440	0.14848505369123266
Calamus_comptus_Kuhnhäuser_27_JSL008	0.14853879858330254
Salacca_glabrescens_Cultivated_1984-3791_BKL091	0.14874154733617118
Calamus_zonatus_subsp_zonatus_Baker_538_RBL008	0.14876848060542724
Calamus_leptospadix_Hooker_Thompson_snE56_JSL447	0.14914385218530124
Calamus_oxleyanus_Rajasegar_20_BKL033	0.14940038413990675
Calamus_zollingeri_subsp_merrillii_Baker_548_RBL082	0.1495132341563603
Calamus_unijugus_Erwin_27478_JSL113	0.149549562934865
Calamus_bankae_Baker_1097_RBL271	0.14956706285792787
Calamus_reticulatus_Baker_644_BKL007	0.14957801492268685
Calamus_discolor_Henderson_3996_RBL122	0.1496311274034765
Calamus_insignis_Rajasegar_23_RBL025	0.14968007913532477
Calamus_serrulatus_Baker_628_RBL162	0.1496911796222853
Calamus_heatubunii_Baker_1392_BKL058	0.14974102181870286
Plectocomia_microstachys_Guo_Lixiu_144_RBL377	0.1498376008854434
Calamus_superciliatus_Baker_1385_RBL090	0.14985719671460573
Calamus_wanggaii_Barrow_129_RBL322	0.14992889547149046
Calamus_yentuensis_Henderson_3601_RBL074	0.150008378996922
Calamus_zollingeri_subsp_zollingeri_Henderson_4318_RBL145	0.15005568751874276
Calamus_siphonospathus_Acedillo_24321_JSL476	0.15023898075973074
Calamus_croftii_Zieck_NGF_36542_RBL279	0.15023898075973074
Calamus_compsostachys_RITF_sn_RBL028	0.15036304851889182
Calamus_diepenhorstii_Baker_725_BKL089	0.1503645625866753
Calamus_spinosus_Henderson_4398_JSL030	0.15037343443571505
Calamus_kontumensis_Nuraliev_1544_BKL153	0.15048155410767872
Calamus_laxissimus_Dransfield_5072_RBL404	0.1505195348197751
Calamus_salicifolius_Henderson_3835_RBL109	0.1505635109601705
Plectocomiopsis_songthanhensis_Henderson_3594_RBL353	0.15083066304227433
Calamus_ridleyanus_Rajasegar_9_RBL061	0.15085009708016306
Calamus_pilosellus_Kuhnhäuser_52_RBL184	0.1511282217416593
Plectocomiopsis_mira_Kuhnhäuser_44_RBL352	0.15115660906907136
Calamus_leptostachys_Henderson_4312_RBL142	0.1511871336514663
Calamus_interruptus_Maturbongs_281_RBL401	0.15123338032819234
Calamus_horrens_Henderson_3966_RBL120	0.15138636040385212
Calamus_concinnus_Watson_604_RBL157	0.15151665683032678
Calamus_distentus_Baker_637_RBL018	0.15155199912400596
Plectocomia_pierreana_Henderson_3413_JSL051	0.15162987697856134
Calamus_pseudomollis_Henderson_4317_RBL144	0.15164067366044365
Calamus_periacanthus_Baker_527_BKL040	0.15167053030445787
Calamus_pilosissimus_Baker_653_RBL019	0.15168055264770508
Calamus_disjunctus_Baker_539_JSL110	0.1518177674668142
Salacca_sarawakensis_Kuhnhäuser_7_RBL241	0.15186491046064765
Calamus_crassifolius_Dransfield_6032_JSL191	0.1521145713430777
Calamus_longipinna_Cultivated_1964-27301_BKL009	0.1523754447603366
Calamus_usitatus_Baker_564_BKL019	0.15244336486538912
Calamus_pygmaeus_Kuhnhäuser_8_JSL295	0.1524479741273721
Calamus_spinosus_Henderson_4353_BKL049	0.1525241689103939
Calamus_ruber_Noblick_5178_BKL142	0.15256572752268183
Calamus_barbatus_Gardiner_436_RBL026	0.15266137159356774
Korthalsia_bejaudii_Bejaud_sn_RBL449	0.1526840759765673
Calamus_wedaensis_Bangun_889_RBL471	0.1527966069129646
Calamus_samian_Elmer_11336_RBL408	0.1528705668572714
Calamus_sparsiflorus_Baker_543_JSL109	0.1528705668572714
Salacca_vermicularis_Kuhnhäuser_56_RBL186	0.1529614110065758
Calamus_diepenhorstii_Witono_174_BKL245	0.15305101900210993
Calamus_pogonacanthus_Baker_522_BKL048	0.15306342510305204
Calamus_zollingeri_subsp_foxworthyi_Dransfield_6190_BKL186	0.1534903382496452
Myrialepis_paradoxa_Baker_491_BKL015	0.15355438786215592
Plectocomiinae_sp_nov_1_Kuhnhäuser_35_RBL178	0.15383299474926915
Calamus_badius_Dransfield_7661_RBL054	0.153873386566037
Calamus_pygmaeus_Baker_510_RBL011	0.1539856860679173
Plectocomia_mulleri_Kuhnhäuser_9_RBL167	0.1548445571179472
Korthalsia_flagellaris_Dransfield_6727_JSL255	0.1548769683051685
Calamus_comptus_Baker_540_RBL006	0.1549738329838174
Calamus_ruvidus_Dransfield_5032_BKL216	0.15510233188333766
Calamus_oresbius_Baker_1131_RBL048	0.1552318795832648
Calamus_batanensis_Jeanson_93_BKL054	0.15537921034482594
Calamus_gracilipes_Baker_692_RBL219	0.15543614018761076
Calamus_ursinus_Kuhnhäuser_26_JSL011	0.1556045454042193
Calamus_nicobaricus_Renuka_4066_JSL446	0.15577396767830098
Calamus_moseleyanus_Baja-Lapis_156_JSL104	0.15577396767830098
Calamus_microsphaerion_Stone_302_RBL259	0.1561159138174334
Calamus_rheedei_Unknown_291_BKL065	0.15628846348489056
Calamus_nanodendron_Wong_324_JSL185	0.15646208182665466
Plectocomia_himalayana_Baker_815_BKL078	0.1564779400332713
Calamus_schlechterianus_Baker_1119_RBL046	0.15655550953931585
Salacca_dransfieldiana_Kuhnhäuser_6_RBL166	0.15663055723942299
Calamus_lamprolepis_Henderson_4310_RBL221	0.1566367823644439
Calamus_macrochlamys_Baker_1124_RBL047	0.1566565496503849
Plectocomia_assamica_Henderson_3133_RBL376	0.15678499804306267
Calamus_balingensis_Dransfield_7339_BKL145	0.15688091212697375
Calamus_radiatus_de_Zoysa_3_BKL176	0.15698948542022628
Calamus_zebrinus_Baker_1375_RBL049	0.15716528347608227
Calamus_rhytidomus_van_Valkenburg_1186_RBL392	0.15734668614251957
Calamus_disjunctus_Baker_559_RBL216	0.15734668614251957
Calamus_subangulatus_Baker_535_JSL087	0.15770850251166524
Calamus_papuanus_Baker_1382_RBL050	0.15788014951134988
Calamus_kostermansii_Baker_848_RBL045	0.1581027315713458
Salacca_clemensiana_Soibeh_613_RBL359	0.15828128850351753
Calamus_densiflorus_Dransfield_4951_RBL285	0.1584464780228385
Calamus_novae-georgii_Waterhouse_22_BKL066	0.15882289782551962
Calamus_bulubabi_Dransfield_7688_RBL055	0.15884258204914758
Calamus_retroflexus_Baker_1396_RBL053	0.15899258329288646
Salacca_wallichiana_Henderson_3951A_RBL117	0.15939301972924236
Calamus_dioicus_Henderson_3402_JSL002	0.15939720529497003
Salacca_dolicholepis_Duaneh_124_BKL249	0.15966970331436714
Calamus_scabridulus_Dransfield_4942_JSL133	0.16018178816829298
Calamus_gracilis_subsp_vietnamensis_Henderson_3584_JSL181	0.16018178816829298
Calamus_dumetosus_Baker_530_RBL215	0.16038142771612818
Calamus_longisetus_Henderson_3963_RBL119	0.1605825056059338
Calamus_caesius_Giesen_sn_RBL397	0.1605825056059338
Calamus_balingensis_Henderson_4005_RBL126	0.1606517275722259
Calamus_conirostris_Baker_532_RBL214	0.16078504303563468
Salacca_ramosiana_Cultivated_1979-4409_BKL056	0.160928254836754
Korthalsia_merrillii_Fernando_638_BKL163	0.16097132962613014
Calamus_hookerianus_Menon_2503_RBL400	0.16119458369444273
Calamus_warburgii_Baker_578_BKL029	0.16134908082508048
Plectocomiopsis_geminiflora_Khamphone_393_JSL056	0.16155644799734314
Salacca_affinis_Baker_708_BKL055	0.1615769212532533
Calamus_aruensis_Baker_568_RBL211	0.1620321667040323
Calamus_erioacanthus_Chew_Corner_RSNB7069_JSL400	0.16224555620856884
Calamus_pertenuis_de_Vogel_7595_RBL405	0.16246059320212647
Calamus_erectus_Baker_814_BKL037	0.16267730372004996
Calamus_nanodendron_Baker_720_RBL217	0.16311585261845596
Calamus_sarawakensis_Dransfield_4734_JSL115	0.16311585261845596
Metroxylon_upoluense_Moore_9985_BKL195	0.16329026171544647
Plectocomiinae_sp_nov_1_Watanabe_7_JSL623	0.16329690769894833
Calamus_spiralis_Henderson_4044_JSL053	0.16333774627931852
Calamus_dasyacanthus_Baker_827_RBL218	0.16356142406835184
Calamus_tumidus_Baker_1006_BKL173	0.16356142406835184
Calamus_kingianus_Khamphone_367_BKL133	0.16356142406835184
Calamus_acaulis_Henderson_3452_JSL019	0.1637869153598116
Calamus_inermis_Evans_43_JSL108	0.1637869153598116
Calamus_muricatus_Kuhnhäuser_70_JSL007	0.1637869153598116
Calamus_godefroyi_Evans_153_BKL128	0.1637869153598116
Calamus_powlingii_Powling_30+31_JSL435	0.16401425026352123
Korthalsia_paucijuga_Dransfield_4641_RBL398	0.1640923368045979
Eugeissona_insignis_Kuhnhäuser_22_RBL174	0.1641499712627552
Calamus_gracilis_subsp_vietnamensis_Henderson_3546_RBL092	0.16424345964970855
Calamus_zonatus_subsp_zonatus_Kuhnhäuser_43_JSL012	0.16447457517490038
Korthalsia_merrillii_Fernando_338_JSL621	0.1645522148796884
Calamus_spinulinervis_Ambri_Arifin_475_BKL113	0.16470762930893124
Calamus_rhomboideus_Kuhnhäuser_SFC_08168_JSL005	0.16517968751969903
Calamus_optimus_Kuhnhäuser_59_RBL223	0.16517968751969903
Plectocomiopsis_triquetra_Dransfield_5343_JSL403	0.16541876086249607
Calamus_quangngaiensis_Henderson_3811_RBL234	0.16541876086249607
Calamus_pseudotenuis_subsp_pseudotenuis_Read_2338_JSL417	0.1659031761440909
Korthalsia_brassii_Brass_6864_BKL252	0.16600491984355048
Salacca_rupicola_Kuhnhäuser_64_RBL191	0.16652158955091745
Plectocomia_pierreana_Khamphone_377_RBL037	0.16655561315331202
Calamus_viminalis_Henderson_3853_RBL235	0.16664604058315224
Calamus_henryanus_Nguyen_HNK_1736_JSL035	0.16664604058315224
Calamus_lengguanii_Saw_FRI_48330_RBL414	0.16664604058315224
Calamus_zieckii_Baker_1393_RBL052	0.16672456222128973
Eugeissona_utilis_Baker_712_BKL081	0.16714361165121827
Calamus_centralis_Henderson_3368_JSL016	0.16715257937151162
Metroxylon_amicarum_Henderson_4000_RBL209	0.16743887483072994
Plectocomiopsis_mira_Dransfield_5583_JSL312	0.16763721924277875
Calamus_nitidus_Hodel_1948_BKL157	0.16766855336295683
Calamus_scipionum_Baker_549_RBL083	0.16793019147136268
Korthalsia_debilis_Baker_537_JSL178	0.1684080010950897
Calamus_oxleyoides_Kuhnhäuser_24_RBL222	0.16846100736384995
Korthalsia_paucijuga_Dransfield_3913_JSL316	0.16910733169067083
Calamus_deerratus_Tsiforkor_sn_RBL213	0.16927683583277786
Korthalsia_debilis_Kuhnhäuser_55_RBL225	0.16954496225909987
Calamus_heteracanthus_Baker_1113_JSL424	0.17011748323353204
Eugeissona_minor_Petoe_59_RBL341	0.17038683990121928
Korthalsia_hispida_Kuhnhäuser_67_RBL192	0.17140498654928848
Calamus_viminalis_Henderson_3624_JSL082	0.1715780868593766
Korthalsia_minor_Henderson_3265_JSL296	0.1718421129456943
Salacca_secunda_Henderson_3176_BKL077	0.17210434772809857
Calamus_nanduensis_Banka_2010_JSL425	0.1721847042436666
Korthalsia_scortechinii_Henderson_4014_RBL227	0.17242577920475533
Oncocalamus_tuleyi_Dransfield_7007_BKL016	0.17254275560197385
Korthalsia_rigida_Mogea_7404_JSL308	0.17262462368605347
Korthalsia_rostrata_Kuhnhäuser_34_RBL177	0.17281804513958043
Pigafetta_elata_Baker_508_BKL084	0.1735053475694741
Raphia_textilis_Couvreur_1075_BKL085	0.17376990772579937
Korthalsia_junghuhnii_Watanabe_48_BKL162	0.1739904807024666
Korthalsia_celebica_Henderson_4270_RBL138	0.17435463938795415
Metroxylon_paulcoxii_McClatchy_1882_BKL221	0.17458732519810405
Myrialepis_paradoxa_Henderson_3380_JSL060	0.17613541115682163
Korthalsia_minor_Henderson_3632_RBL099	0.1766529012690089
Plectocomia_elongata_var_philippinensis_Dransfield_6200_RBL210	0.17685288891434314
Korthalsia_cheb_Petoe_40_RBL199	0.17766877922257507
Korthalsia_angustifolia_Giesen_89_BKL246	0.1780426463060537
Eremospatha_macrocarpa_Sunderland_1800_BKL059	0.1781687760602766
Raphia_regalis_Couvreur_753_BKL061	0.1796933778819183
Laccosperma_robustum_Dransfield_7006_BKL013	0.1801793652860909
Korthalsia_laciniosa_Henderson_3741_RBL104	0.18051088876654808
Korthalsia_furtadoana_Mogea_7408_JSL317	0.1806912821925315
Korthalsia_lanceolata_Dewol_SAN_129693_JSL620	0.18199713746829815
Eugeissona_brachystachys_Gianno_328_BKL178	0.18208754971045216
Korthalsia_ferox_Andersen_234_JSL123	0.18283866433635632
Raphia_sudanica_Michon_56_BKL044	0.1835787883646024
Korthalsia_robusta_Eiserhardt_160_JSL013	0.18372158672996042
Korthalsia_tenuissima_Dransfield_5380_JSL622	0.18382339567175643
Korthalsia_furcata_Dransfield_6074_JSL619	0.18400769793991356
Korthalsia_cheb_Baker_513_JSL088	0.18401744302818068
Laccosperma_secundiflorum_Sunderland_1763_RBL066	0.18425717099896521
Korthalsia_jala_Baker_558_BKL014	0.18465637128459844
Korthalsia_jala_Kuhnhäuser_68_JSL010	0.1855252806274288
Korthalsia_concolor_Baker_562_RBL042	0.18594440102264886
Korthalsia_flagellaris_Shahimi_20_JSL052	0.18602567321227492
Korthalsia_furtadoana_Baker_553_RBL041	0.1860826994259508
Korthalsia_hispida_Kuhnhäuser_40_JSL420	0.18616835358956485
Eremospatha_hookeri_Sunderland_1801_RBL035	0.18658178587188823
Korthalsia_tenuissima_Baker_505_RBL039	0.18659124165854923
Korthalsia_lanceolata_Baker_504_RBL160	0.18707832012840997
Eremospatha_laurentii_Cultivated_1984-1058_BKL002	0.18764942070482382
Korthalsia_laciniosa_Henderson_3610_JSL065	0.1877085623964162
Korthalsia_echinometra_Shahimi_13_JSL297	0.189097741643093
Korthalsia_celebica_Henderson_4243_JSL298	0.18969856348886327
Korthalsia_robusta_Baker_552_BKL083	0.1897345793899502
Korthalsia_rostrata_Baker_514_JSL177	0.19077926839178827
Korthalsia_zippelii_Baker_597_BKL023	0.19142467686570164
Eremospatha_wendlandiana_Dransfield_7004_BKL087	0.19255295023984187
Oncocalamus_wrightianus_Aufsess_430_JSL369	0.1926986719864251
Metroxylon_salomonense_Zona_651_BKL060	0.19341775685804152
Raphia_gentiliana_Fay_4272_JSL370	0.19388590620648516
Plectocomiopsis_corneri_Dransfield_5075_BKL205	0.19399834961337747
Eremospatha_tessmanniana_Sunderland_2021_JSL362	0.19858663098110696
