	Rattan_A
Calamus_lauterbachii_Baker_645_BKL008	0.08616696475164054
Calamus_tenompokensis_Dransfield_5353_JSL329	0.08623742639178689
Calamus_tenompokensis_Soibeh_353_BKL116	0.08625123489027298
Calamus_muricatus_Kuhnhäuser_14_RBL170	0.08631360483020556
Calamus_exilis_Moore_9098_JSL101	0.08640694783005942
Calamus_impressus_Henderson_4368_RBL151	0.08641236180758016
Calamus_hirsutus_subsp_hirsutus_Dransfield_4936_JSL136	0.08643038586850138
Calamus_nematospadix_Bingshan_S_73908_BKL182	0.0864326963368347
Calamus_acanthospathus_Henderson_3784_RBL105	0.08644262481110376
Calamus_rumphii_Robinson_24_RBL452	0.08650000183789486
Calamus_praetermissus_Baker_557_RBL014	0.08650077641146747
Calamus_nuralievii_Nuraliev_1658_BKL194	0.08671373018681539
Calamus_diepenhorstii_Baker_725_BKL089	0.08674406271923174
Calamus_exiguus_Dransfield_5153_BKL148	0.08680823209220756
Calamus_obiensis_de_Vogel_4118_RBL470	0.08686484901608815
Calamus_klossii_Baker_840_BKL036	0.08699714725788188
Calamus_divergens_Henderson_4315_RBL143	0.08706898233821836
Calamus_unijugus_Erwin_27478_JSL113	0.08709482602483642
Calamus_psilocladus_Dransfield_6137_RBL438	0.0871648985361746
Calamus_moti_Dowe_794_RBL153	0.08721578151853515
Calamus_capillosus_Avé_4048_RBL326	0.08723650508096281
Calamus_caryotoides_Cultivated_1988-196_BKL022	0.0873502369337078
Calamus_multispicatus_Guo_Lixiu_165_BKL156	0.08736797427645826
Calamus_formosanus_Jeanson_87b_BKL052	0.08739088811380247
Calamus_inops_Henderson_4274_BKL034	0.08740906107987412
Calamus_baiyerensis_Zieck_NGF_36252_BKL172	0.0874161163804047
Calamus_novae-georgii_Qusa_123_JSL449	0.0874569814690116
Calamus_psilocladus_Dransfield_6135_JSL236	0.08748414638429514
Calamus_gajoensis_Sangaji_Barrow_19_JSL361	0.08757783620879112
Calamus_modestus_Henderson_3589_RBL072	0.08764182107502516
Plectocomia_khasyana_Hooker_Thompson_JKA_sn_JSL512	0.08799587794342667
Calamus_insignis_Rajasegar_23_RBL025	0.08799976174551805
Calamus_lamprolepis_Henderson_4310_RBL221	0.08807075537631215
Calamus_vestitus_Maturbongs_294_RBL318	0.0880738409234223
Calamus_zollingeri_subsp_merrillii_Baker_548_RBL082	0.08813534036774795
Calamus_macrosphaerion_Henderson_4271_BKL053	0.08817255804411217
Calamus_goramensis_Chai_36136_RBL445	0.08821345419809923
Calamus_melanacanthus_Henderson_3840_RBL110	0.08838707241266253
Calamus_pandanosmus_Ambriansyah_Arifin_882_BKL115	0.08857759736557269
Calamus_sparsiflorus_Baker_543_JSL109	0.0885912887816499
Calamus_johnsii_Johns_11279_RBL402	0.08865504498215693
Calamus_sulawesiensis_Henderson_4402_RBL152	0.08875683147341995
Calamus_salicifolius_Henderson_3835_RBL109	0.08879360041962736
Calamus_zonatus_subsp_zonatus_Baker_538_RBL008	0.08881711918982937
Calamus_compsostachys_RITF_sn_RBL028	0.08886277607034554
Calamus_centralis_Nguyen_2027_RBL155	0.08897569890672252
Calamus_spinosus_Henderson_4398_JSL030	0.0889770269027027
Calamus_trigynus_Henderson_4364_RBL150	0.08904744744846671
Calamus_fertilis_Baker_648_BKL046	0.08910169647142252
Calamus_pogonacanthus_Baker_522_BKL048	0.08910672918470408
Calamus_oxleyanus_Rajasegar_20_BKL033	0.0894832907692873
Calamus_pygmaeus_Kuhnhäuser_8_JSL295	0.08951581157081279
Calamus_reticulatus_Baker_644_BKL007	0.08963340685154708
Calamus_gracilipes_Baker_692_RBL219	0.08963980718686404
Calamus_smitinandii_Henderson_4003_RBL125	0.0896464025365793
Calamus_yentuensis_Henderson_3601_RBL074	0.08968605180056055
Calamus_anomalus_Brass_5298_RBL440	0.0897189961397149
Calamus_zollingeri_subsp_zollingeri_Powling_25_JSL234	0.08980340102440099
Calamus_mirabilis_Dransfield_4586_JSL208	0.08980938238664504
Calamus_bankae_Baker_1097_RBL271	0.08981879890699573
Calamus_andamanicus_Renuka_4063_RBL269	0.0898362270458084
Calamus_ciliaris_Cultivated_1992-2048_BKL028	0.0899035459281643
Calamus_wanggaii_Barrow_129_RBL322	0.090063335313606
Calamus_ursinus_Kuhnhäuser_26_JSL011	0.09021036914187897
Calamus_leptostachys_Henderson_4312_RBL142	0.09022732843835779
Calamus_ruber_Noblick_5178_BKL142	0.09027445151486901
Calamus_diepenhorstii_Witono_174_BKL245	0.09045398645973923
Calamus_longipinna_Cultivated_1964-27301_BKL009	0.0905442618778477
Calamus_pilosissimus_Baker_653_RBL019	0.09080946287878255
Calamus_zeylanicus_Henderson_4002_RBL124	0.09091439947724445
Calamus_concinnus_Watson_604_RBL157	0.09094138897548831
Calamus_exilis_Henderson_3998_RBL123	0.09096688186639079
Calamus_henryanus_Henderson_3599_RBL073	0.09123270749970314
Calamus_heatubunii_Baker_1392_BKL058	0.0912399363898111
Calamus_disjunctus_Baker_539_JSL110	0.09181065028485746
Calamus_disjunctus_Baker_559_RBL216	0.091878309694152
Calamus_pygmaeus_Baker_510_RBL011	0.09188919268981499
Calamus_superciliatus_Baker_1385_RBL090	0.09215157750509007
Calamus_erinaceus_subsp_erinaceus_Baker_554_BKL005	0.09220704630756815
Calamus_subangulatus_Baker_535_JSL087	0.09221895504304489
Calamus_pilosellus_Kuhnhäuser_52_RBL184	0.09229575923569666
Calamus_usitatus_Dransfield_5499_JSL107	0.09238737576093858
Calamus_barbatus_Gardiner_436_RBL026	0.0930022829760675
Calamus_pseudomollis_Henderson_4317_RBL144	0.09314459615980542
Plectocomiopsis_aff_mira_Kuhnhäuser_16_BKL204	0.09315148885824498
Calamus_kontumensis_Nuraliev_1544_BKL153	0.09319160996252784
Calamus_distentus_Baker_637_RBL018	0.09333002419505576
Calamus_usitatus_Baker_564_BKL019	0.09341267912020157
Calamus_siphonospathus_Fernando_684_JSL309	0.09349721089829732
Calamus_horrens_Henderson_3966_RBL120	0.09350264830231947
Calamus_ridleyanus_Rajasegar_9_RBL061	0.09351732496124354
Calamus_glaucescens_Dransfield_1104_BKL187	0.09369426281867821
Calamus_badius_Dransfield_7661_RBL054	0.0938724334526343
Calamus_digitatus_Ridley_2334_JSL448	0.0940081021071898
Salacca_griffithii_Smith_20_BKL074	0.09421633784183425
Calamus_balingensis_Henderson_4005_RBL126	0.09440286545167442
Calamus_discolor_Henderson_3996_RBL122	0.09440438161827824
Calamus_oresbius_Baker_1131_RBL048	0.09466000017094156
Calamus_comptus_Baker_540_RBL006	0.09470352557452211
Salacca_graciliflora_Dransfield_5086_RBL441	0.09484603289656213
Salacca_minuta_Dransfield_5079_BKL251	0.09488246217367868
Plectocomiopsis_mira_Kuhnhäuser_44_RBL352	0.09502573168867101
Calamus_spinosus_Henderson_4353_BKL049	0.09532981995738876
Calamus_batanensis_Jeanson_93_BKL054	0.09537399740374697
Plectocomiopsis_songthanhensis_Henderson_3594_RBL353	0.09587056522279647
Calamus_leptospadix_Hooker_Thompson_snE56_JSL447	0.09593881494385592
Calamus_schlechterianus_Baker_1119_RBL046	0.09626990254476575
Calamus_zollingeri_subsp_zollingeri_Henderson_4318_RBL145	0.09636811911717513
Calamus_macrochlamys_Baker_1124_RBL047	0.09639254192287516
Salacca_sarawakensis_Kuhnhäuser_7_RBL241	0.09665395761840834
Calamus_penicillatus_Saw_FRI_37334_JSL521	0.09707474087461798
Calamus_balingensis_Dransfield_7339_BKL145	0.09753388227929394
Calamus_papuanus_Baker_1382_RBL050	0.09755203492527975
Calamus_wedaensis_Bangun_889_RBL471	0.097819774833243
Plectocomia_microstachys_Guo_Lixiu_144_RBL377	0.09820982155465774
Calamus_zebrinus_Baker_1375_RBL049	0.09824429586713501
Calamus_bulubabi_Dransfield_7688_RBL055	0.09829528080450656
Plectocomia_dransfieldiana_Dransfield_4518_RBL372	0.09842285226950231
Salacca_vermicularis_Kuhnhäuser_56_RBL186	0.09859892762493794
Calamus_warburgii_Baker_578_BKL029	0.098613244611646
Plectocomiopsis_wrayi_Ridley_12119_JSL625	0.09878855550080123
Calamus_kostermansii_Baker_848_RBL045	0.09886487792262144
Calamus_crassifolius_Dransfield_6032_JSL191	0.09896562792455355
Plectocomia_pierreana_Henderson_3413_JSL051	0.0990181941703211
Plectocomia_elongata_Henderson_3275_JSL042	0.0995720395412315
Calamus_nanodendron_Wong_324_JSL185	0.09975146524394973
Calamus_occidentalis_Dransfield_1437_JSL445	0.10016735379286457
Calamus_rheedei_Unknown_291_BKL065	0.10071085755140197
Calamus_siphonospathus_Acedillo_24321_JSL476	0.10086363088292838
Calamus_retroflexus_Baker_1396_RBL053	0.10105088537482598
Myrialepis_paradoxa_Baker_491_BKL015	0.10118947380736898
Calamus_densiflorus_Dransfield_4951_RBL285	0.10120255299451819
Salacca_lophospatha_Clemens_26380_BKL250	0.10138971048752066
Calamus_ruvidus_Dransfield_5032_BKL216	0.10151409196870298
Calamus_laxissimus_Dransfield_5072_RBL404	0.10195586974633275
Plectocomia_mulleri_Kuhnhäuser_9_RBL167	0.10208505712601423
Salacca_dransfieldiana_Kuhnhäuser_6_RBL166	0.10209407889124678
Calamus_scabridulus_Dransfield_4942_JSL133	0.10240439045728722
Calamus_dumetosus_Baker_530_RBL215	0.1024690274423139
Plectocomiinae_sp_nov_1_Kuhnhäuser_35_RBL178	0.10247723483997861
Calamus_nicobaricus_Renuka_4066_JSL446	0.10269638341921772
Plectocomia_himalayana_Baker_815_BKL078	0.10307735411407593
Plectocomia_assamica_Henderson_3133_RBL376	0.10332188980411261
Calamus_conirostris_Baker_532_RBL214	0.10342260726845665
Calamus_gracilis_subsp_vietnamensis_Henderson_3584_JSL181	0.10369120554417632
Salacca_clemensiana_Soibeh_613_RBL359	0.10371320028782172
Salacca_dolicholepis_Duaneh_124_BKL249	0.1037816661658637
Plectocomiopsis_geminiflora_Khamphone_393_JSL056	0.10396165065920826
Calamus_caesius_Giesen_sn_RBL397	0.103962283681441
Calamus_erectus_Baker_814_BKL037	0.10403044612327217
Salacca_glabrescens_Cultivated_1984-3791_BKL091	0.10407681336345298
Calamus_zollingeri_subsp_foxworthyi_Dransfield_6190_BKL186	0.10440819530022505
Calamus_tumidus_Baker_1006_BKL173	0.10461630798074018
Calamus_samian_Elmer_11336_RBL408	0.10475587420719346
Calamus_pertenuis_de_Vogel_7595_RBL405	0.10475587420719346
Calamus_nanodendron_Baker_720_RBL217	0.10489610739573363
Calamus_spiralis_Henderson_4044_JSL053	0.10493127066021346
Calamus_radiatus_de_Zoysa_3_BKL176	0.10503701400255994
Calamus_interruptus_Maturbongs_281_RBL401	0.10517860057859652
Calamus_rhytidomus_van_Valkenburg_1186_RBL392	0.1054638403268705
Calamus_longisetus_Henderson_3963_RBL119	0.10567960521994957
Korthalsia_flagellaris_Dransfield_6727_JSL255	0.10577834037639366
Plectocomiopsis_mira_Dransfield_5583_JSL312	0.10579239899573067
Korthalsia_merrillii_Fernando_638_BKL163	0.1058601137444174
Calamus_rhomboideus_Kuhnhäuser_SFC_08168_JSL005	0.10593335361518263
Calamus_dasyacanthus_Baker_827_RBL218	0.10637352539228384
Salacca_affinis_Baker_708_BKL055	0.10642711795545012
Salacca_wallichiana_Henderson_3951A_RBL117	0.10652776746612702
Calamus_aruensis_Baker_568_RBL211	0.10659611441969497
Calamus_optimus_Kuhnhäuser_59_RBL223	0.10663337745943802
Calamus_croftii_Zieck_NGF_36542_RBL279	0.10667068792673395
Calamus_acaulis_Henderson_3452_JSL019	0.10667068792673395
Korthalsia_bejaudii_Bejaud_sn_RBL449	0.10678053488281303
Calamus_quangngaiensis_Henderson_3811_RBL234	0.1067829051153395
Calamus_muricatus_Kuhnhäuser_70_JSL007	0.10700863664359261
Calamus_scipionum_Baker_549_RBL083	0.10700863664359261
Salacca_rupicola_Kuhnhäuser_64_RBL191	0.10708780411826879
Calamus_henryanus_Nguyen_HNK_1736_JSL035	0.1075037692448938
Metroxylon_upoluense_Moore_9985_BKL195	0.10760602006734377
Eugeissona_utilis_Baker_712_BKL081	0.10761635587174656
Calamus_erioacanthus_Chew_Corner_RSNB7069_JSL400	0.1076578164385602
Calamus_pseudotenuis_subsp_pseudotenuis_Read_2338_JSL417	0.1076964551313061
Calamus_inermis_Evans_43_JSL108	0.10781267792325555
Calamus_zieckii_Baker_1393_RBL052	0.10784142368203742
Calamus_sarawakensis_Dransfield_4734_JSL115	0.10796836242963692
Calamus_dioicus_Henderson_3402_JSL002	0.10816413896750043
Salacca_ramosiana_Cultivated_1979-4409_BKL056	0.10839994472219927
Calamus_oxleyoides_Kuhnhäuser_24_RBL222	0.1084008114841648
Calamus_spinulinervis_Ambri_Arifin_475_BKL113	0.10855966253931015
Calamus_hookerianus_Menon_2503_RBL400	0.10871938007935145
Calamus_zonatus_subsp_zonatus_Kuhnhäuser_43_JSL012	0.10875944597303577
Calamus_centralis_Henderson_3368_JSL016	0.10887997369506752
Calamus_gracilis_subsp_vietnamensis_Henderson_3546_RBL092	0.10887997369506752
Calamus_powlingii_Powling_30+31_JSL435	0.10892026012501965
Metroxylon_vitiense_Seemann_658_BKL223	0.10892170263140122
Korthalsia_paucijuga_Dransfield_4641_RBL398	0.1091525120991087
Calamus_kingianus_Khamphone_367_BKL133	0.1092853549676962
Plectocomia_pierreana_Khamphone_377_RBL037	0.10953564619925871
Salacca_secunda_Henderson_3176_BKL077	0.10978108858021196
Calamus_novae-georgii_Waterhouse_22_BKL066	0.10990415369344742
Calamus_lengguanii_Saw_FRI_48330_RBL414	0.11019746710183453
Calamus_microsphaerion_Stone_302_RBL259	0.11023961013876893
Plectocomiinae_sp_nov_1_Watanabe_7_JSL623	0.11032512940498651
Calamus_viminalis_Henderson_3853_RBL235	0.11096549236466824
Calamus_moseleyanus_Baja-Lapis_156_JSL104	0.11140105462877914
Calamus_viminalis_Henderson_3624_JSL082	0.11148895137667081
Calamus_deerratus_Tsiforkor_sn_RBL213	0.11153299907854652
Korthalsia_debilis_Baker_537_JSL178	0.1115808954370886
Calamus_nitidus_Hodel_1948_BKL157	0.11170985679758128
Calamus_heteracanthus_Baker_1113_JSL424	0.11175423897715497
Calamus_godefroyi_Evans_153_BKL128	0.11279409335916535
Calamus_nanduensis_Banka_2010_JSL425	0.11325801462068397
Metroxylon_paulcoxii_McClatchy_1882_BKL221	0.11377467388772067
Korthalsia_rigida_Mogea_7404_JSL308	0.11495315101348313
Korthalsia_debilis_Kuhnhäuser_55_RBL225	0.11530913999658166
Korthalsia_scortechinii_Henderson_4014_RBL227	0.11554408120952653
Korthalsia_paucijuga_Dransfield_3913_JSL316	0.11576650715294778
Korthalsia_junghuhnii_Watanabe_48_BKL162	0.11604042049437002
Eugeissona_insignis_Kuhnhäuser_22_RBL174	0.11609932581947491
Pigafetta_elata_Baker_508_BKL084	0.11631485430179456
Metroxylon_amicarum_Henderson_4000_RBL209	0.1163432391245951
Korthalsia_rostrata_Kuhnhäuser_34_RBL177	0.11736846759631114
Korthalsia_flagellaris_Shahimi_20_JSL052	0.11752489271889
Korthalsia_cheb_Petoe_40_RBL199	0.1175624078586126
Korthalsia_angustifolia_Giesen_89_BKL246	0.11879792895934604
Korthalsia_merrillii_Fernando_338_JSL621	0.11887945986101944
Korthalsia_cheb_Baker_513_JSL088	0.11933386517143552
Korthalsia_hispida_Kuhnhäuser_67_RBL192	0.11947654318581302
Korthalsia_celebica_Henderson_4270_RBL138	0.12078246911930746
Korthalsia_jala_Kuhnhäuser_68_JSL010	0.12083886338169203
Korthalsia_lanceolata_Dewol_SAN_129693_JSL620	0.12136442237305989
Plectocomia_elongata_var_philippinensis_Dransfield_6200_RBL210	0.12146806084940587
Korthalsia_furtadoana_Mogea_7408_JSL317	0.12147083034801875
Oncocalamus_tuleyi_Dransfield_7007_BKL016	0.12160488288614335
Korthalsia_robusta_Eiserhardt_160_JSL013	0.1220466153467008
Korthalsia_minor_Henderson_3632_RBL099	0.1222839732043568
Eugeissona_minor_Petoe_59_RBL341	0.12306612941896045
Korthalsia_jala_Baker_558_BKL014	0.12368629034573997
Raphia_textilis_Couvreur_1075_BKL085	0.12370141511447907
Myrialepis_paradoxa_Henderson_3380_JSL060	0.12399300617364528
Korthalsia_furcata_Dransfield_6074_JSL619	0.12399385197327073
Korthalsia_robusta_Baker_552_BKL083	0.12421704162884684
Korthalsia_minor_Henderson_3265_JSL296	0.1244698541273851
Korthalsia_concolor_Baker_562_RBL042	0.12480047483420487
Korthalsia_ferox_Andersen_234_JSL123	0.12481997412701218
Metroxylon_salomonense_Zona_651_BKL060	0.12487788367124475
Eugeissona_brachystachys_Gianno_328_BKL178	0.12591487815523672
Korthalsia_lanceolata_Baker_504_RBL160	0.12609095597240239
Korthalsia_zippelii_Baker_597_BKL023	0.12625456322898876
Korthalsia_tenuissima_Dransfield_5380_JSL622	0.12628391788963877
Korthalsia_hispida_Kuhnhäuser_40_JSL420	0.1263454256512233
Korthalsia_laciniosa_Henderson_3741_RBL104	0.12643036349065417
Korthalsia_celebica_Henderson_4243_JSL298	0.12699528162572138
Korthalsia_tenuissima_Baker_505_RBL039	0.12709422808933968
Korthalsia_laciniosa_Henderson_3610_JSL065	0.12781423271746228
Korthalsia_echinometra_Shahimi_13_JSL297	0.12799124155862607
Plectocomiopsis_triquetra_Dransfield_5343_JSL403	0.1280534215255632
Korthalsia_brassii_Brass_6864_BKL252	0.12814566376984549
Raphia_regalis_Couvreur_753_BKL061	0.1285779867420076
Laccosperma_secundiflorum_Sunderland_1763_RBL066	0.1296032284619083
Eremospatha_hookeri_Sunderland_1801_RBL035	0.1299495118342785
Laccosperma_robustum_Dransfield_7006_BKL013	0.13031512681955637
Eremospatha_laurentii_Cultivated_1984-1058_BKL002	0.1306434714562763
Raphia_sudanica_Michon_56_BKL044	0.13180893077233913
Eremospatha_macrocarpa_Sunderland_1800_BKL059	0.1323863079793891
Korthalsia_rostrata_Baker_514_JSL177	0.13324294461639263
Korthalsia_furtadoana_Baker_553_RBL041	0.13414101993792482
Plectocomiopsis_corneri_Dransfield_5075_BKL205	0.13517093559510884
Oncocalamus_wrightianus_Aufsess_430_JSL369	0.1363297671767213
Eremospatha_wendlandiana_Dransfield_7004_BKL087	0.13653925870061379
Raphia_gentiliana_Fay_4272_JSL370	0.13823739567093496
Eremospatha_tessmanniana_Sunderland_2021_JSL362	0.1414292918243103
